hoursperweek,age,education,maritalstatus,race,gender,nativecountry,income
0,1,1,1,1,1,1,32131
0,1,1,0,1,0,1,30129
0,0,0,0,1,1,1,18143
0,0,1,0,1,0,1,45170
0,1,1,1,1,1,1,78064
0,0,0,0,0,0,0,14820
0,0,0,0,0,0,0,25000
0,0,1,1,1,1,1,35557
1,1,1,1,1,1,1,85581
1,1,1,1,1,1,1,96500
1,1,1,1,1,1,1,69186
1,0,1,1,1,1,1,99999
0,1,1,1,1,1,0,26312
0,0,1,1,1,1,1,27656
0,1,0,1,0,1,1,71202
0,1,0,0,0,1,1,7800
0,0,1,1,1,1,1,50350
1,1,1,1,1,1,1,57000
0,0,0,1,1,1,0,17600
0,0,0,0,1,1,0,22587
0,0,1,1,1,0,0,20020
0,1,1,0,0,0,1,38000
0,1,0,0,1,0,1,8398
0,1,0,0,1,0,1,1950
0,0,1,0,0,0,1,1000
0,1,0,1,1,1,1,13520
0,0,1,0,1,0,1,2991
0,1,0,0,1,0,0,9000
0,0,0,0,1,1,0,9880
0,1,0,1,1,1,0,7000
0,0,1,0,1,1,1,15047
0,0,1,0,1,1,1,48426
0,0,1,1,1,1,1,50379
0,0,1,1,0,1,0,1100
0,0,1,1,1,1,1,42030
0,0,1,0,0,0,1,14500
0,1,1,1,0,0,1,8800
0,1,1,0,0,1,1,14000
0,0,0,1,1,1,0,16000
0,1,0,0,0,0,1,18000
1,0,0,1,1,1,0,18400
1,0,1,1,1,1,1,42000
1,1,1,0,1,0,1,22000
0,0,0,0,1,1,1,1388
0,1,0,1,1,1,0,8225
1,1,1,1,1,1,1,75498
0,0,1,0,1,1,1,46650
1,0,1,0,1,1,1,46100
0,1,1,1,1,0,1,26270
0,1,0,0,1,0,1,16000
1,1,1,1,1,1,1,30650
1,1,1,0,0,1,1,57614
1,1,1,1,1,1,1,65058
1,0,1,0,1,0,1,36000
1,0,1,0,1,1,1,16200
0,0,1,0,0,1,1,20020
1,0,1,1,0,1,1,20000
1,0,0,1,1,1,1,33720
0,0,1,1,1,1,1,24482
0,0,0,1,1,1,1,26001
1,1,1,1,1,1,1,60024
0,1,1,0,0,1,1,50000
1,0,1,0,1,1,1,26948
0,0,1,0,1,1,1,40000
1,1,1,1,1,1,1,45743
0,0,1,0,1,1,1,3000
0,1,1,1,0,1,1,82815
1,1,1,0,0,0,1,20005
0,0,1,1,0,0,1,13578
0,1,1,1,0,1,1,47940
0,0,0,0,0,1,1,128
1,1,1,1,1,1,1,99999
0,1,0,1,1,1,0,8190
0,0,0,1,1,1,1,7540
1,1,1,1,1,1,1,72302
0,0,1,0,1,1,0,32000
0,1,1,1,1,1,1,53290
0,0,1,0,1,1,1,8504
1,0,0,1,1,1,0,35016
0,0,1,1,1,1,1,99999
0,0,1,1,0,0,0,45346
0,0,0,0,1,0,0,7800
0,1,1,1,0,1,1,50000
1,0,1,1,1,1,1,25000
1,1,1,1,1,0,1,80800
0,0,1,1,1,1,1,60250
0,0,0,0,1,0,1,5000
0,0,1,0,1,0,1,15000
0,0,1,0,1,1,1,22577
0,1,1,1,1,1,1,15142
0,1,1,1,1,0,1,61300
0,0,1,0,1,1,1,12850
1,1,1,1,1,1,1,99999
0,1,1,1,1,1,1,99999
0,0,1,0,1,0,1,24010
1,1,1,1,1,1,1,47000
0,0,1,0,1,1,1,5838
0,0,1,0,1,0,1,1910
1,1,1,1,1,1,1,66100
1,1,1,1,1,1,1,99999
0,1,1,0,1,1,1,25500
0,0,1,0,1,1,1,17595
0,0,1,0,1,1,1,7000
0,1,1,1,1,1,1,53634
0,0,1,0,1,0,1,14502
0,0,1,0,1,1,1,15000
1,1,1,1,1,1,1,73400
1,1,1,1,1,1,1,72064
1,1,1,1,1,1,1,84094
0,0,1,0,1,0,1,4420
0,0,1,1,1,1,1,39803
1,1,1,1,0,1,0,99999
1,1,0,0,1,0,1,13598
0,1,1,0,1,1,1,12000
0,1,1,1,1,1,1,27782
0,1,1,1,0,1,1,21000
0,0,0,1,1,1,0,9000
0,1,0,1,1,1,0,22000
0,0,1,0,0,0,0,26000
1,1,1,0,1,1,1,91416
0,1,1,1,1,0,1,99999
1,1,1,1,1,1,1,51615
0,1,1,1,1,1,1,91501
0,1,1,1,1,1,1,47660
1,1,1,1,1,1,1,99999
0,0,1,0,1,0,1,6000
0,0,0,1,1,0,1,39050
1,0,1,1,1,1,1,53318
0,0,1,0,1,0,1,13050
0,0,1,0,1,0,1,6123
0,0,1,0,1,0,1,20000
0,0,1,0,1,0,1,32600
0,1,1,1,1,1,0,34000
0,0,1,0,1,1,1,8500
0,1,1,1,1,1,1,61800
1,1,1,1,1,1,1,50162
1,1,1,1,1,1,1,53668
0,0,1,1,1,1,1,48055
1,0,1,1,1,1,1,51300
1,0,1,1,1,1,1,72298
0,0,1,0,1,1,1,2200
0,0,1,1,1,0,1,74367
0,1,1,1,1,1,1,54985
0,0,0,0,0,0,0,8260
1,0,1,0,0,1,1,21531
0,1,1,1,1,1,1,30000
0,0,1,0,1,1,0,14575
0,1,0,1,1,1,1,28421
0,0,0,0,1,1,1,6000
0,0,0,0,1,0,1,3000
0,1,0,0,1,0,1,14500
0,1,1,0,1,0,1,480
0,0,0,1,1,1,0,7109
1,0,0,0,1,1,0,5500
0,0,0,1,1,1,0,5500
0,0,1,1,1,1,0,30000
0,0,0,0,1,0,1,2000
1,1,1,0,1,1,1,23000
0,1,1,1,1,1,0,79791
1,0,1,1,1,1,1,69213
0,0,0,0,1,1,0,13000
0,0,0,1,1,1,0,33000
0,0,0,1,1,0,0,7000
0,0,0,0,1,1,0,21674
0,0,1,0,1,1,1,30500
0,0,1,0,1,1,1,15996
1,0,1,0,1,1,1,24150
0,0,1,0,0,1,0,3992
1,0,1,0,0,1,0,18000
0,1,1,0,0,0,1,22000
0,0,1,0,0,1,1,10000
0,0,1,1,0,1,1,50000
0,0,1,0,1,1,1,19200
1,1,0,1,1,1,0,15400
0,0,0,0,1,1,0,2000
0,0,0,0,1,0,0,7000
0,0,0,0,1,1,0,16010
0,1,1,1,1,0,1,50000
0,1,1,0,0,0,1,50383
0,0,1,0,0,1,1,20668
1,0,1,0,0,0,1,23571
1,1,1,0,1,1,1,21000
1,0,0,0,1,0,0,10500
0,0,1,0,0,1,1,7000
0,0,1,0,0,1,1,9000
1,1,1,1,0,1,1,25000
0,0,0,0,0,0,1,2370
1,1,1,0,0,0,1,12000
0,0,1,0,0,0,1,4000
0,0,1,0,0,0,1,8380
0,0,1,1,0,0,1,38000
0,0,0,1,0,1,0,1700
0,0,1,0,0,0,0,8516
0,0,0,1,0,0,0,18000
1,1,1,1,1,1,1,54200
0,0,0,1,0,1,0,40002
0,0,1,1,1,0,1,36005
0,1,1,1,1,1,1,99999
1,1,1,1,1,1,1,36850
0,1,1,1,1,1,1,24772
0,0,1,0,1,1,1,28850
1,1,1,1,1,1,1,91383
1,1,1,1,1,1,1,30201
1,1,1,1,1,1,1,99999
1,1,1,1,1,1,1,78063
1,1,1,1,1,1,1,55000
1,0,1,1,1,1,1,64000
1,0,1,1,1,1,1,89101
1,0,1,1,1,1,1,99999
1,1,1,1,1,1,1,99999
1,1,1,1,1,1,1,40586
0,0,1,1,1,0,1,53152
1,0,1,0,0,1,1,37172
1,0,1,1,1,1,1,92000
0,0,1,0,1,1,1,40000
0,0,1,0,1,1,1,21000
0,0,1,0,1,1,1,25000
0,1,1,1,1,1,1,60168
0,1,1,1,1,1,1,27300
0,0,1,0,0,1,1,27000
0,1,1,0,1,1,1,25000
0,0,1,0,1,0,1,28087
0,0,1,0,1,0,1,20031
0,0,1,1,1,1,1,24812
1,1,1,1,1,1,1,57030
0,0,1,0,1,0,1,15549
0,0,1,1,0,1,1,36975
0,0,0,0,1,0,1,2289
0,0,1,1,1,1,1,32744
0,1,1,0,1,1,1,27790
1,0,1,0,1,0,1,23237
1,0,1,1,1,1,1,8757
1,1,1,1,1,1,1,90474
0,1,1,1,1,1,1,90155
0,1,1,1,1,1,1,46773
0,1,1,1,1,1,1,60550
0,0,0,0,1,0,1,7500
1,1,1,1,1,1,1,34116
0,1,1,0,1,0,1,44001
0,0,1,0,1,0,1,29874
0,1,1,1,1,1,1,16518
0,0,1,0,1,0,1,4200
0,0,0,0,1,1,1,2517
1,1,1,0,1,0,1,33408
0,1,1,0,1,1,1,37894
1,0,1,1,0,1,0,52215
0,0,1,0,1,1,0,732
1,1,1,1,1,1,1,31588
0,1,1,1,1,1,1,63777
0,0,0,0,1,1,1,2394
0,1,1,1,0,0,0,63578
0,1,1,0,0,0,1,14437
1,1,1,1,0,1,1,23880
1,1,1,1,1,1,1,99999
0,1,1,0,1,0,1,36024
1,0,0,1,1,1,1,43300
0,1,1,1,0,1,1,7300
0,0,1,0,0,0,1,1500
0,1,1,1,1,1,1,78080
0,1,1,1,1,1,1,51100
0,0,1,0,1,1,1,14000
0,0,1,0,0,0,1,7280
0,0,1,0,0,0,1,1200
0,1,0,1,1,1,1,19250
0,0,1,0,1,0,1,16500
1,1,1,0,1,1,1,99999
0,1,1,0,0,0,1,35382
0,0,1,1,1,1,0,22442
0,0,1,1,1,1,1,58701
0,1,1,1,1,1,1,34463
0,1,1,1,1,1,0,52700
0,1,1,0,1,0,1,20020
0,0,1,0,1,0,1,19015
0,0,1,0,1,1,1,15015
0,0,1,0,1,1,1,16000
0,1,1,1,1,1,1,15401
0,1,1,0,1,0,1,14175
0,0,0,0,1,1,1,14500
1,1,1,0,1,1,1,55700
0,0,1,0,1,0,1,23530
1,0,1,0,1,1,1,26009
0,0,1,0,1,0,1,22500
0,0,1,0,1,0,1,18027
1,0,1,0,1,0,1,44149
0,1,1,0,1,0,1,5400
1,1,1,1,1,1,1,95301
1,1,1,1,1,1,1,10812
0,1,1,1,1,1,1,99999
1,1,1,1,1,1,1,35000
0,0,1,1,1,1,1,34644
1,0,1,0,1,0,1,34000
1,1,1,0,1,1,1,99999
0,1,1,1,1,1,1,99999
0,0,1,0,1,0,0,28100
0,0,1,0,0,0,0,9050
0,0,1,0,1,0,1,30200
1,1,1,1,1,1,1,83225
1,0,1,1,1,1,1,73498
1,0,1,1,1,1,1,89360
0,1,1,0,0,0,1,13000
0,0,1,0,0,1,1,12500
0,0,1,0,0,0,1,6000
0,1,0,1,1,1,1,42000
0,0,0,0,1,1,1,1000
0,1,0,1,1,1,0,45397
1,1,1,1,1,1,1,40979
0,0,1,0,1,0,1,27000
0,1,1,0,0,1,1,34000
0,1,1,0,1,1,1,47650
1,1,0,0,1,0,1,54325
0,1,1,1,1,1,1,43691
0,0,0,0,1,0,1,5000
1,0,1,0,1,1,1,20030
0,0,1,0,1,0,0,19000
0,1,1,1,1,1,1,12000
0,1,1,0,0,0,0,2900
1,1,1,0,1,0,1,62735
1,1,1,0,1,1,1,35137
0,0,1,0,1,1,1,35050
1,0,1,0,1,1,1,15100
1,1,1,0,1,1,1,19072
0,1,0,1,1,1,1,24158
0,0,0,0,1,1,1,2040
0,0,1,0,1,1,1,21105
0,1,1,0,1,0,1,45004
0,1,0,1,1,1,0,30260
1,1,1,1,0,1,1,31000
0,0,1,1,0,1,1,54030
0,0,0,1,1,1,0,19312
0,0,0,0,1,1,0,8000
0,0,0,0,1,1,0,6000
0,0,0,0,1,0,0,8571
0,0,0,0,1,1,0,5072
0,0,1,1,1,1,0,27620
0,0,1,0,0,1,1,11000
0,1,1,0,0,0,1,8780
1,1,1,1,1,1,1,40000
0,1,1,1,1,1,1,34705
1,1,1,1,1,1,1,43512
1,1,1,1,1,1,1,63328
0,1,1,1,0,1,1,39030
0,1,1,0,1,1,1,22196
0,1,1,0,1,0,1,40125
0,1,1,0,1,1,1,7500
0,0,1,1,1,1,1,74050
0,1,1,1,1,1,1,55499
0,1,1,1,1,1,1,99999
1,1,1,1,1,1,0,38032
0,0,1,0,1,0,1,7583
0,0,0,0,1,1,1,2376
1,0,1,0,1,0,1,20000
0,0,1,0,1,1,1,7000
0,1,1,1,1,1,1,70882
0,1,1,1,1,1,1,49800
1,1,1,1,1,1,1,99999
0,0,1,0,1,0,1,21401
0,0,1,0,1,1,1,1045
0,1,1,1,1,0,1,87188
0,0,1,1,1,1,1,15000
0,1,1,1,1,1,1,99999
0,0,1,0,1,1,1,4900
1,1,1,0,1,0,1,11040
0,1,1,0,1,0,1,8000
0,1,1,1,1,1,1,52386
0,1,1,1,1,1,1,30000
1,1,1,1,0,1,1,47116
0,0,1,0,0,1,1,1600
1,0,1,1,1,1,1,29038
0,0,1,0,0,0,0,3400
1,0,1,1,1,1,1,99999
0,1,1,1,1,1,1,67856
0,0,1,0,1,0,1,7117
0,0,1,1,1,1,1,23007
0,0,1,0,0,0,1,21581
0,1,1,0,1,1,1,56734
0,0,1,0,1,1,1,40100
0,0,1,0,1,0,1,15000
1,0,1,0,1,0,1,20000
0,1,1,0,1,0,1,32100
0,0,1,0,1,1,1,19968
0,0,1,0,1,0,1,14960
0,1,1,1,1,1,1,12000
0,0,1,0,0,0,1,10780
1,0,0,0,1,1,0,11600
0,0,0,0,1,1,0,3000
0,1,1,1,0,1,1,52000
0,0,0,1,1,1,0,23000
0,0,0,0,1,1,0,5281
0,1,1,1,1,1,1,52010
0,0,0,1,1,1,1,32000
1,0,1,1,1,1,1,65500
0,1,1,1,0,1,0,23995
0,0,1,0,0,0,0,25224
1,1,1,1,1,1,1,33072
0,0,1,0,1,1,1,8430
0,1,1,0,1,1,1,29418
0,0,1,0,0,0,1,6890
0,0,1,1,0,1,1,29000
0,0,1,1,1,1,1,35550
0,0,1,0,1,0,1,22005
1,1,1,0,0,0,1,9100
0,0,1,0,0,0,1,8270
0,0,1,0,0,0,1,16000
0,0,1,0,0,1,1,21000
0,0,1,0,1,0,1,21000
0,1,1,0,1,0,1,3060
0,1,1,1,1,1,1,99999
1,1,1,1,1,1,1,61350
1,0,1,0,1,1,1,24900
1,1,1,1,1,1,1,99999
0,1,1,0,1,0,0,9148
1,0,1,0,0,0,1,21421
1,0,1,1,0,1,1,57600
0,1,1,0,0,0,1,18610
0,0,1,1,1,1,1,15307
1,0,1,0,0,1,1,30000
0,0,1,0,1,0,1,31004
0,1,1,1,1,1,1,86518
1,1,0,1,1,1,1,52501
0,1,1,0,1,1,1,32600
1,0,1,0,1,0,1,37150
0,0,1,0,1,1,1,23297
0,0,1,1,1,1,1,70337
1,1,1,0,1,1,1,58809
0,0,1,1,1,1,1,60060
0,1,1,0,1,0,1,8060
0,1,1,0,1,0,1,29500
1,0,1,0,1,1,1,90000
1,0,1,1,0,1,0,27000
1,0,1,0,0,1,0,5800
0,0,1,1,0,0,1,99999
0,1,1,1,1,0,1,65131
1,1,1,0,1,1,1,59787
0,1,1,1,0,1,1,67299
0,0,1,0,0,0,1,20562
0,1,1,1,1,1,0,84304
1,1,1,1,1,1,1,99999
0,0,1,1,1,1,1,45050
0,0,1,1,1,1,1,81698
0,1,1,0,0,0,1,24158
0,0,1,1,1,1,1,63002
0,0,0,0,1,0,0,13000
0,1,0,0,1,0,1,4000
0,0,0,0,1,0,1,18000
1,1,1,0,1,1,1,28174
0,0,1,1,0,1,0,17880
0,0,1,1,1,1,1,25274
1,1,1,1,0,1,1,76030
0,0,1,1,1,1,1,52415
1,0,1,1,1,1,1,42000
1,1,1,1,1,1,1,58300
1,1,1,1,1,1,1,50404
0,0,1,0,1,0,1,10206
0,1,1,0,1,1,1,99084
0,0,1,0,1,0,1,10790
0,1,1,1,1,1,1,78543
0,0,1,1,1,1,1,58313
0,1,1,1,1,1,1,63100
0,0,1,0,1,1,1,7800
0,1,1,1,1,1,1,44175
0,1,1,0,1,0,1,21661
0,0,1,0,1,0,1,21000
0,0,1,0,1,1,1,6100
1,0,1,1,1,1,1,66151
0,0,1,0,1,0,1,7590
1,1,1,1,1,1,1,22678
1,0,1,1,1,1,1,73298
0,0,1,0,1,0,1,21000
0,1,1,0,1,0,1,8960
1,0,1,1,1,1,1,99999
1,1,1,0,1,1,1,50000
0,1,1,1,1,1,1,63950
1,1,1,1,1,1,1,53550
1,1,1,1,1,1,1,96064
1,0,1,1,1,1,0,27098
1,1,1,0,0,1,1,47100
1,0,1,0,1,1,1,24000
0,0,1,0,1,1,1,16050
0,1,1,0,1,0,1,28612
0,1,1,1,1,1,1,27500
0,1,0,1,1,1,1,44001
0,0,1,0,1,1,1,18500
1,0,1,1,1,1,1,41726
1,1,1,1,1,1,1,39563
1,1,1,0,1,1,1,27100
0,1,0,0,1,1,1,13992
0,0,1,1,1,1,1,20800
0,0,1,0,1,1,1,16000
0,0,1,1,1,0,1,8442
0,0,1,0,1,0,1,10000
0,0,1,1,1,1,1,65300
0,1,1,1,0,1,0,59364
0,1,1,1,0,1,1,99999
0,0,1,0,0,0,1,50350
1,0,1,1,1,1,1,38697
1,1,1,1,1,1,1,35843
0,0,1,0,1,0,1,1700
0,1,1,1,1,1,1,12031
0,0,0,0,1,0,1,9200
0,1,1,1,1,1,1,16992
0,1,1,0,1,1,1,20000
0,1,1,1,1,1,1,36135
0,1,1,0,1,1,0,90464
0,0,1,1,1,1,0,17778
1,1,1,0,1,1,1,37000
0,0,1,1,1,1,1,48950
0,0,0,1,1,1,0,23000
0,1,1,1,1,1,1,36729
0,0,0,0,1,0,1,490
0,0,1,0,1,0,1,1800
1,1,1,1,1,1,1,99999
1,0,1,0,1,0,1,5370
0,1,1,1,1,1,1,76439
0,0,1,0,1,0,1,52500
0,1,1,1,0,1,1,70164
1,1,1,0,0,0,1,12552
0,0,1,0,0,1,1,6604
0,1,0,1,1,1,1,34599
0,1,1,0,1,0,1,13000
1,1,1,1,1,1,1,58400
0,0,1,0,1,0,1,8000
0,1,0,1,0,1,1,12507
0,1,1,1,0,1,1,11130
1,0,1,0,1,1,1,17000
1,0,1,0,1,0,1,13800
1,0,1,0,1,1,1,23300
0,1,1,1,1,1,1,99999
1,0,1,1,1,1,1,80020
1,1,1,1,1,1,1,89400
1,1,1,1,1,1,0,72314
0,0,1,1,1,1,1,16802
0,1,1,0,1,1,1,78000
1,1,1,1,1,1,1,99999
1,0,1,1,1,1,1,22018
0,0,1,0,1,0,1,12500
0,1,1,1,1,1,1,55074
0,1,1,1,1,1,1,33400
0,0,1,0,1,1,1,30020
0,1,1,0,0,1,1,37000
0,1,1,0,0,0,1,20800
0,1,0,1,1,1,1,29647
0,0,1,0,1,1,1,21000
0,1,0,1,0,1,1,18788
1,1,1,0,1,1,1,56556
1,0,1,0,1,0,1,63575
1,1,1,1,1,1,1,99999
1,1,1,1,1,1,1,99999
1,1,1,1,1,1,1,99999
0,0,1,1,1,1,1,47290
1,1,1,1,0,1,1,63000
0,0,1,1,1,1,1,58413
1,1,1,1,1,1,1,80070
1,1,1,0,1,1,1,25550
1,0,1,1,1,1,1,72408
1,1,1,1,1,1,1,99999
0,0,1,0,1,0,1,6953
0,1,1,1,0,1,1,33256
1,1,1,1,0,1,1,17149
1,1,1,1,1,1,1,31354
1,1,1,0,0,0,1,8200
0,0,0,1,1,1,1,21118
0,1,1,1,1,1,0,7070
0,1,1,0,1,0,1,25816
0,0,1,0,1,0,1,11045
0,0,1,0,1,0,1,13006
1,1,1,0,1,1,1,55300
0,1,1,1,1,1,1,79000
1,1,1,1,0,1,1,57751
0,1,0,1,1,1,1,28267
1,0,1,1,1,1,0,84288
0,0,1,0,1,0,1,4400
0,1,0,1,1,1,0,7000
0,0,1,1,1,1,1,21440
0,0,1,0,1,1,1,14416
0,0,0,0,1,1,1,6000
0,1,0,1,1,1,0,5000
0,0,1,0,1,0,1,3601
0,0,1,1,1,1,1,5210
1,0,1,1,1,1,1,30000
0,0,1,0,1,0,0,12500
0,0,1,0,1,0,1,11500
0,0,1,1,1,1,1,36000
0,1,1,1,1,1,1,73500
0,0,1,0,1,1,1,12200
0,0,1,0,1,1,1,2779
0,0,1,1,1,1,1,25200
0,0,0,0,1,0,0,7000
1,1,1,1,1,1,1,52587
0,0,1,0,0,0,1,4400
0,0,1,0,1,1,1,2600
0,0,1,1,1,1,1,34397
1,0,1,0,1,0,0,15000
0,1,1,0,1,0,1,16200
0,0,1,0,1,0,1,3300
0,0,1,0,1,0,1,6000
0,0,1,1,1,1,1,1342
0,0,1,0,1,0,1,1200
0,0,0,0,1,1,1,3000
1,1,1,1,1,1,1,99999
0,1,1,1,1,1,1,47082
0,0,1,0,1,0,1,2705
1,1,1,0,1,0,1,19974
0,0,1,0,1,0,1,14510
0,0,1,0,0,0,1,99999
0,0,1,1,1,0,1,67114
0,1,1,0,1,1,1,30025
0,0,1,0,1,0,1,5065
0,0,1,1,1,1,1,54210
0,1,0,0,1,0,0,16000
0,1,0,1,1,1,1,18312
0,1,0,0,1,1,0,18000
0,1,1,0,1,1,1,6075
0,0,1,0,1,1,1,11000
0,0,0,0,1,1,1,11700
1,0,1,0,1,1,1,16800
0,1,1,1,1,1,1,30400
0,1,1,0,1,1,1,27010
1,1,1,1,1,1,1,75020
1,1,1,1,1,1,1,42801
1,0,1,1,1,1,1,25422
0,0,1,0,1,0,1,23209
0,1,1,0,1,0,1,20000
0,0,1,1,1,1,1,32624
0,0,0,1,1,1,0,7500
0,0,1,0,1,1,1,14000
0,1,1,0,1,0,0,8320
1,1,1,1,1,1,0,69080
1,1,1,1,1,1,0,99999
0,1,1,1,1,1,1,61064
0,0,1,1,1,1,1,15422
0,1,1,1,1,1,1,85350
0,0,1,1,1,1,1,22000
0,0,1,0,1,0,1,8020
0,0,1,1,1,1,1,17000
0,1,1,1,1,1,0,69000
0,0,1,0,1,0,1,12000
0,0,1,0,1,0,1,3900
1,0,1,1,1,1,1,99999
0,1,1,1,1,1,1,7100
0,0,1,0,1,0,1,1800
0,1,0,1,1,1,0,23000
0,0,1,1,1,1,1,14000
0,1,1,1,1,1,0,39343
0,0,1,0,1,0,1,1900
1,1,1,1,1,1,1,60402
0,0,1,0,1,1,1,8800
0,0,1,0,1,0,1,12500
0,1,1,1,1,1,0,41916
0,0,1,0,1,1,1,1400
0,0,1,0,1,0,1,5800
0,1,1,1,1,1,1,25200
0,1,1,0,1,0,0,14040
0,0,0,1,1,1,0,27000
0,0,1,1,1,1,1,19025
1,1,1,1,1,1,1,49460
0,1,1,1,1,1,0,18200
0,1,1,0,1,1,1,38000
1,0,1,0,1,1,1,36000
0,0,0,1,1,1,1,19542
0,1,1,1,1,1,0,10185
0,0,1,0,1,0,1,2400
0,0,0,0,1,0,1,10571
0,0,1,1,1,1,1,31224
1,1,1,1,1,0,1,52012
0,1,1,0,1,1,1,25000
1,1,0,0,1,0,1,24863
0,0,0,1,1,1,0,7835
1,0,1,1,1,1,1,16433
1,0,1,1,1,1,1,32000
0,0,0,1,1,1,0,11960
0,0,0,1,1,1,0,4855
0,1,0,1,1,1,0,17559
1,1,0,1,1,1,1,13200
0,1,1,0,1,1,1,5700
1,1,1,0,1,1,1,28920
0,0,1,0,0,0,1,30000
0,1,1,0,0,0,1,3990
1,0,1,1,0,1,1,72670
1,1,1,1,1,1,1,64500
1,1,1,0,1,0,1,73071
0,1,1,1,1,1,1,97850
0,1,1,0,1,0,1,20000
1,0,1,0,1,1,1,16138
0,0,1,0,1,1,1,6238
1,0,1,1,1,1,1,28500
0,0,1,0,1,0,1,22150
1,1,1,1,1,1,1,48015
0,0,1,0,1,0,1,9000
1,1,1,0,1,1,1,17572
1,0,1,1,1,1,1,23000
1,0,1,0,1,1,1,25000
0,1,1,1,1,1,1,24500
0,0,0,0,1,0,1,2570
1,0,1,1,1,1,1,24500
0,0,0,0,1,1,1,7400
0,0,0,0,1,0,1,4480
1,0,1,1,0,1,1,26250
1,1,1,1,1,1,1,53242
0,1,1,1,1,1,1,54000
0,0,1,0,0,0,1,12900
0,1,1,0,0,0,1,16000
1,0,0,1,0,1,1,20800
0,0,0,0,1,0,1,4595
0,1,0,1,1,1,0,4281
0,0,0,1,1,1,0,5000
0,0,0,1,1,0,0,12065
0,0,1,0,0,0,1,22671
1,0,1,1,1,1,0,19833
1,1,1,0,1,0,1,24000
0,0,1,0,0,1,0,10000
1,1,1,0,1,0,1,40800
1,1,1,1,0,1,0,18000
0,0,0,0,1,1,1,28000
0,0,1,0,1,1,1,5200
1,1,0,0,1,0,1,5000
0,0,0,0,1,1,1,2860
0,1,1,1,1,1,1,82075
0,1,1,0,1,1,1,15348
1,0,1,1,0,1,1,93350
0,1,0,0,1,1,1,5280
0,0,1,1,0,1,0,8200
1,0,1,0,1,0,1,23432
0,1,1,1,1,1,1,29832
0,0,1,0,1,0,1,3800
0,0,1,1,1,1,1,50552
0,0,1,1,0,1,0,5500
0,0,0,1,1,1,0,3500
0,1,1,0,1,0,1,28860
0,0,1,0,1,0,1,2800
0,1,1,1,1,1,1,60550
1,1,1,1,1,1,1,80498
0,0,1,0,1,1,1,7524
1,0,1,0,1,1,1,5040
1,1,1,1,1,1,1,99999
1,0,1,1,1,1,1,35372
0,0,1,1,0,1,0,85300
0,1,1,1,0,1,0,41900
0,0,0,1,0,0,1,3328
0,0,0,0,1,1,0,10000
0,0,0,1,1,1,1,21312
0,1,1,0,0,0,1,6000
0,1,0,1,0,1,1,15800
0,0,1,0,0,1,1,11505
0,0,0,0,0,0,1,3000
0,1,0,0,0,0,1,9100
0,0,1,0,0,0,1,16000
0,0,1,1,1,1,0,36501
1,0,1,1,1,1,1,45530
1,1,1,0,1,1,1,58795
1,0,1,0,1,1,1,27500
0,0,1,0,1,0,1,30200
0,0,1,0,0,0,1,14500
0,1,0,0,0,0,1,12000
1,1,1,0,1,1,1,96290
0,1,1,1,1,1,1,59744
1,1,1,1,1,1,1,99999
0,0,1,1,0,1,0,53615
1,0,1,0,0,1,0,38412
1,1,1,0,1,1,1,83818
0,0,1,0,1,1,0,45525
1,1,1,1,1,0,1,99999
0,0,1,0,0,1,1,30315
1,1,1,0,1,1,1,26500
1,1,1,0,1,1,1,63987
1,1,1,1,1,1,1,99999
0,1,0,0,1,0,1,99999
0,1,0,0,1,1,1,436
0,0,0,0,1,0,1,5443
1,1,1,1,1,1,1,64793
1,1,1,0,1,1,1,99999
1,0,1,1,0,1,0,67000
0,0,1,0,1,0,1,4008
1,0,1,1,1,1,1,63502
0,0,1,1,1,1,1,20024
0,0,1,0,1,1,1,74520
0,0,1,0,1,0,1,12976
1,0,1,0,1,1,1,12106
0,0,1,1,1,0,1,38096
1,0,1,1,1,0,1,99999
0,0,1,0,1,0,1,90000
0,0,1,0,1,0,1,24850
0,0,1,0,1,1,1,2700
0,0,1,0,1,0,1,1000
0,0,1,0,1,1,1,19600
1,1,1,1,0,0,1,37000
0,0,1,0,0,1,1,1800
0,1,0,1,1,1,0,11380
1,0,1,0,0,0,1,23000
0,1,1,0,1,0,1,21281
0,0,1,0,1,0,1,9600
0,0,1,0,1,1,1,30000
0,1,1,0,1,0,1,48300
1,0,1,0,1,1,1,30550
1,1,1,1,1,1,1,71800
1,1,1,1,1,1,1,99999
0,1,1,1,1,0,1,80688
0,0,1,0,1,0,1,9518
1,1,1,0,1,0,1,84400
0,0,1,1,1,1,0,72216
0,0,1,0,1,0,1,4525
1,1,1,0,0,0,1,50050
0,0,1,1,1,0,1,24419
0,1,1,0,1,0,1,40500
0,0,1,0,1,1,1,8200
0,0,1,0,1,0,1,24000
0,0,1,0,1,0,1,13621
0,0,1,1,0,0,1,53333
0,1,1,1,1,1,1,30903
1,1,1,0,1,0,1,99999
0,0,0,0,1,1,0,12700
0,0,0,0,0,0,1,9600
0,1,1,1,1,1,1,83123
0,0,1,0,1,1,1,3609
0,0,1,1,1,1,1,44841
0,0,1,0,1,1,1,94984
0,1,1,1,1,1,1,36634
1,0,1,0,1,1,1,55113
0,0,1,0,1,0,1,14500
0,1,1,1,1,1,1,99999
0,1,1,1,0,1,0,57800
0,1,1,1,0,1,1,40492
0,1,1,1,1,1,1,64190
